,id,movie_id,name
562,7055.0,27723,New Oz Productions
563,7056.0,27723,Red Horse Films
564,14589.0,25166,Code Entertainment
565,37498.0,25166,Neverland Films
566,152.0,10597,Icon Productions
567,686.0,10597,Tiger Aspect Productions
568,2651.0,10597,Fragile Films
569,2479.0,8653,Myung Film Company
570,269.0,10394,Filmboard Berlin-Brandenburg (FBB)
571,4117.0,10394,Pagoda Film
572,9349.0,10394,Film4
573,11358.0,10394,Little Bird
574,18737.0,10394,NFH Productions
575,19320.0,10394,Road Movies Filmproduktion
576,20777.0,10394,British Screen Productions
577,52926.0,10394,British Sky Broadcasting (BSkyB)
578,2106.0,20455,Saban Entertainment
579,5822.0,20455,Toei
580,81865.0,131940,United Seven Creations
581,10399.0,50225,Cinetel Films
582,915.0,18074,Hollywood Pictures
583,10157.0,18074,Beacon Pictures
584,14159.0,18074,Seven Arts Pictures
585,8411.0,2621,Metro-Goldwyn-Mayer (MGM)
586,65402.0,2621,JLT Productions
587,3618.0,49291,Film Workshop
588,3560.0,5842,KSS
589,4.0,10783,Paramount Pictures
590,694.0,10783,StudioCanal
591,10210.0,36047,Morgan Creek Productions
592,147.0,12480,Fid?lit? Productions
593,635.0,12480,Les Films Alain Sarde
594,9145.0,12480,Euro Space
595,74541.0,12480,Studio Images 6
596,1590.0,4226,Endless Entertainment
597,1591.0,4226,Rhino Films
598,1592.0,4226,Sea Dragon
599,5870.0,29512,Studio Canal
600,39924.0,29512,Barenholtz Production
601,55518.0,29512,Romero-Grunwald Productions
602,264.0,18098,Studio Babelsberg
603,6408.0,18098,International Traders
604,31060.0,18098,Hallmark Entertainment
605,52597.0,18098,RTL Television
606,52598.0,18098,Golden Horn Films
607,711.0,13539,Fox 2000 Pictures
608,89439.0,13539,Friendly Productions
609,694.0,13526,StudioCanal
610,2760.0,13526,Miracle Pictures
611,11371.0,13526,Palomar Pictures (II)
612,20719.0,13526,Manifest Film Company
613,43.0,14629,Fox Searchlight Pictures
614,247.0,25520,Granada Film Productions
615,718.0,25520,Arts Council of England
616,744.0,25520,Diaphana Films
617,980.0,25520,The Glasgow Film Fund
618,1270.0,25520,National Lottery
619,4343.0,25520,Showtime Networks
620,6705.0,25520,Filmfour
621,8256.0,25520,"Scottish Arts Council, The"
622,65681.0,25520,Three Rivers Production
623,65682.0,25520,Progres Film Distribution
624,65683.0,25520,Kinowelt Median
625,1898.0,18168,B?rd Scann?n na h?ireann
626,3324.0,18168,British Broadcasting Corporation (BBC)
627,16836.0,18168,Venus Productions
628,4285.0,48246,Universal Cartoon Studios
629,10930.0,48246,Bagdasarian Productions
630,1549.0,23990,Opera Film Produzione
631,1815.0,5001,El Mar Pictures
632,1816.0,5001,Grandview Pictures
633,870.0,28346,Tapestry Films
634,4063.0,28346,Trimark Pictures
635,235.0,742,Nordisk Film
636,321.0,742,Memfis Film
637,448.0,742,Key Films
638,4063.0,18011,Trimark Pictures
639,83.0,10697,France 2 Cin?ma
640,5358.0,10697,Canal+
641,84516.0,10697,Les Films A4
642,41536.0,33504,Tesela P.C.
643,2108.0,25212,Battleplan Productions
644,7799.0,25212,TF1 International
645,22289.0,25212,Moonstone Entertainment
646,882.0,20677,Toho Company
647,14.0,10472,Miramax Films
648,97.0,14805,Castle Rock Entertainment
649,6194.0,14805,Warner Bros.
650,8.0,21991,Fine Line Features
651,21760.0,21991,Filmtown Entertainment Group
652,23034.0,21991,El Dorado Pictures
653,53672.0,21991,Green/Renzi
654,9209.0,10305,MK2 Productions
655,15671.0,10305,France 2 Cin?ma
656,25244.0,10305,Cab Producciones
657,2822.0,16888,SNL Studios
658,10622.0,25180,Public Broadcasting Service (PBS)
659,12113.0,25180,Canadian Broadcasting Corporation (CBC)
660,2833.0,44015,Independent Pictures (II)
661,2969.0,37302,Namesake Entertainment
662,3226.0,37302,Cloud Ten Pictures
663,147.0,4973,Fid?lit? Productions
664,1790.0,4973,Euro Space Inc.
665,3485.0,15993,Wildstorm Productions
666,72518.0,52663,The Foul King 2000
667,12.0,9995,New Line Cinema
668,9221.0,44203,Toei Video Company
669,788.0,20697,Bel Air Entertainment
670,6194.0,20697,Warner Bros.
671,441.0,16222,Columbia Pictures Corporation
672,5284.0,11366,Omega Micott Inc.
673,9149.0,11366,Shogakukan
674,66411.0,11366,Space Shower TV
675,4983.0,12650,Sidus Pictures
676,6596.0,12650,UniKorea Pictures
677,11832.0,12650,Blue Cinema
678,11833.0,12650,Dream Venture Capital
679,163.0,44853,Revolution Films
680,718.0,44853,Arts Council of England
681,803.0,44853,Alliance Atlantis Communications
682,1178.0,44853,Path? Pictures International
683,5358.0,44853,Canal+
684,15278.0,44853,British Broadcasting Corporation (BBC)
685,17449.0,44853,Grosvenor Park Productions
686,18335.0,44853,DB Entertainment
687,11098.0,5833,The Harvey Entertainment Company
688,64945.0,48617,Cin?T? Filmproductie BV
689,9349.0,27745,Film4
690,10380.0,27745,Nitrate Film
691,5.0,10416,Columbia Pictures
692,744.0,47943,Diaphana Films
693,1115.0,47943,M6 Films
694,5358.0,47943,Canal+
695,6962.0,47943,CNC
696,24475.0,47943,La Sofica Sofinergie 5
697,24476.0,47943,MG Films
698,9335.0,12806,Canal+ Espa?a
699,14245.0,12806,Messidor Films
700,30258.0,12806,Generalitat de Catalunya - Departament de Cultura
701,7928.0,43674,NBC Studios
702,40462.0,43674,Bonnie Raskin Productions
703,18101.0,45124,Alliance Ltd Intl.
704,18102.0,45124,Boomerang
705,18103.0,45124,Kam?l?on Productions
706,18104.0,45124,The End
707,317.0,552,Istituto Luce
708,185.0,13966,Pandora Cinema
709,288.0,13966,BBC Films
710,280.0,48217,Cin?maginaire Inc.
711,6982.0,48217,Epithete films
712,7089.0,48217,France2 Cin?ma
713,1083.0,29937,Cesk? Televize
714,13965.0,29937,Total HelpArt T.H.A.
715,18736.0,66796,Mad Dog Productions
716,4606.0,428006,Zweites Deutsches Fernsehen (ZDF)
